fredag 15. mars 2024	17:56:17
Time(s)	SP-1	SP-2	SP-3	SP-4	SP-5	SP-6	SP-7	SP-8	SP-9	SP-10	SP-11	SP-12	SP-13	SP-14	SP-15	SC-1	SP-16	SP-17	SP-18	SP-19	SP-20	SP-21	SP-22	SP-23	SP-24	SP-25	SP-26	SP-27	SP-28	SP-29	SP-30	
2427,000000	1205,491631	167,873597	137,010400	129,793816	137,422251	127,421100	137,239461	131,649602	96,081333	49,822841	101,496200	93,327149	103,464749	66,664365	53,685893	0,629682	14,149549	50,822755	31,597748	47,559140	24,128381	6,882950	40,126864	11,721326	13,927952	15,355312	6,777352	1,769186	-26,783452	2,572931	0,948029
2428,000000	1205,491631	167,938313	137,042216	129,856615	137,479777	127,492801	137,286849	131,698580	96,126411	49,862290	101,529375	93,366754	103,491269	66,694813	53,724158	0,631543	14,181879	50,859344	31,601887	47,604377	24,192983	6,921583	40,202122	11,756673	13,924110	15,378693	6,809103	1,793748	-26,729730	2,600114	0,999355
2429,000000	1205,491631	167,948167	137,046136	129,871800	137,490296	127,518235	137,302763	131,721717	96,123828	49,888322	101,547086	93,387787	103,485897	66,714172	53,752929	0,630483	14,207415	50,883364	31,610672	47,633784	24,228954	6,919798	40,279562	11,791983	13,961378	15,385028	6,823531	1,802997	-26,721439	2,628233	1,005257
2430,000000	1205,491538	167,989979	137,077021	129,891402	137,499409	127,569015	137,330368	131,753423	96,154683	49,902609	101,572272	93,403777	103,502834	66,740941	53,760864	0,630392	14,193153	50,930655	31,648157	47,634988	24,202308	6,963630	40,342058	11,859744	13,983884	15,424931	6,827929	1,784887	-26,691374	2,650760	1,020223
2431,000000	1205,491575	168,061076	137,132330	129,962156	137,557008	127,638941	137,363548	131,816141	96,210480	49,935716	101,614293	93,443642	103,525141	66,763015	53,793778	0,629902	14,218286	50,975261	31,675125	47,612632	24,257867	6,994842	40,382039	11,898539	14,018114	15,383786	6,839968	1,807521	-26,640749	2,653182	1,015650
2432,000000	1205,491597	168,127314	137,169383	129,953708	137,603544	127,676399	137,437459	131,859482	96,231132	49,986463	101,649767	93,506969	103,614387	66,821209	53,850944	0,634622	14,200118	50,950475	31,687535	47,657460	24,236736	7,083316	40,355905	11,813385	13,972019	15,404007	6,801175	1,810192	-26,697287	2,576373	0,970920
2433,000000	1205,491611	168,202975	137,211519	130,028864	137,712284	127,760924	137,505089	131,947418	96,321807	50,032932	101,628198	92,996143	103,236777	66,517586	53,491179	0,623629	13,889984	50,562050	31,365983	47,300901	24,044649	6,573276	41,908691	13,442196	15,194396	16,047292	7,663230	2,149265	-25,795749	3,264290	1,356440
2434,000000	1205,491619	168,291100	137,310683	130,119308	137,787643	127,855308	137,566815	132,026514	96,381613	50,061137	101,741267	93,012053	103,202358	66,630460	53,585742	0,628091	13,932223	50,672805	31,487842	47,352441	24,135223	6,569745	43,419572	14,757215	16,295256	16,705777	8,472316	2,439784	-24,617624	3,927538	1,833623
2435,000000	1205,491623	168,387972	137,372152	130,203655	137,900342	127,933571	137,617260	132,107070	96,445084	50,102660	101,803688	93,102776	103,234305	66,743230	53,689229	0,630110	13,981525	50,768095	31,555494	47,426972	24,154867	6,580492	44,361313	15,584759	16,993755	17,170272	8,938305	2,697598	-23,851540	4,300252	2,181254
2436,000000	1205,491626	168,442537	137,399719	130,237493	137,900398	127,970009	137,684473	132,156216	96,477789	50,146486	101,826457	93,200299	103,266570	66,820415	53,756845	0,633595	14,029355	50,827542	31,616657	47,459038	24,184625	6,645743	44,971763	16,093681	17,393176	17,474448	9,259982	2,910190	-23,380774	4,495142	2,421660
2437,000000	1205,491622	168,462414	137,405109	130,238885	137,909518	127,981249	137,729160	132,165185	96,502464	50,159973	101,852699	93,260872	103,274615	66,861332	53,811677	0,632828	14,056985	50,852184	31,661293	47,499944	24,221061	6,688584	45,304302	16,344602	17,654064	17,622246	9,435436	3,014726	-23,108433	4,571101	2,576857
2438,000000	1205,491568	168,508139	137,439766	130,266460	137,971533	128,017019	137,776485	132,204999	96,536558	50,160709	101,874869	93,299461	103,293829	66,900737	53,855997	0,635817	14,058571	50,897063	31,696722	47,521702	24,226089	6,725410	45,503730	16,504442	17,810269	17,706316	9,529381	3,118401	-22,930180	4,603242	2,663095
2439,000000	1205,491593	168,549641	137,459930	130,296315	138,012291	128,054671	137,827835	132,236832	96,554419	50,227279	101,900231	93,346203	103,307573	66,941588	53,884750	0,636255	14,106088	50,931653	31,739950	47,567056	24,262247	6,750358	45,755607	16,616950	17,886242	17,767993	9,581149	3,184111	-22,803273	4,638558	2,726088
2440,000000	1205,491608	168,598913	137,496628	130,353218	138,046858	128,093694	137,865355	132,288966	96,595382	50,276680	101,934497	93,396637	103,329182	66,973433	53,915106	0,637383	14,125004	50,942405	31,760183	47,537955	24,298965	6,758438	45,873521	16,688058	17,947844	17,801257	9,605029	3,219341	-22,745196	4,664826	2,725544
2441,000000	1205,491617	168,634425	137,528813	130,363754	138,111767	128,140401	137,897251	132,320768	96,614114	50,270394	101,959614	93,443555	103,367722	67,000108	53,945601	0,640814	14,163349	50,984625	31,793368	47,593363	24,314662	6,775228	45,971082	16,726542	17,989655	17,817774	9,632213	3,249390	-22,686427	4,676420	2,761219
2442,000000	1205,491623	168,662315	137,530924	130,355776	138,140365	128,142994	137,925602	132,336797	96,616163	50,279988	101,982167	93,455887	103,376899	67,016907	53,941113	0,637245	14,202238	50,999010	31,789665	47,581375	24,338305	6,794187	45,997584	16,723533	18,025898	17,819959	9,639820	3,243812	-22,657661	4,668796	2,776999
2443,000000	1205,491568	168,688228	137,552526	130,368134	138,165347	128,170726	137,963856	132,365759	96,630094	50,301513	102,003441	93,496139	103,407600	67,035077	53,962949	0,634549	14,208792	51,004913	31,760586	47,652942	24,320210	6,816794	46,099139	16,700759	18,040088	17,822152	9,661164	3,267491	-22,660489	4,667393	2,784502
2444,000000	1205,491593	168,709529	137,567475	130,389475	138,183208	128,173295	138,003695	132,386604	96,642309	50,303393	102,010093	93,530053	103,426950	67,044184	53,966689	0,634833	14,242500	51,010952	31,783118	47,676785	24,355121	6,845838	46,073522	16,709371	18,045694	17,826102	9,671651	3,302879	-22,667655	4,641440	2,766331
2445,000000	1205,491608	168,743425	137,598210	130,422720	138,207695	128,214705	138,045229	132,426511	96,679378	50,320585	102,011459	93,551003	103,454149	67,075515	54,013137	0,636637	14,265262	51,036609	31,802558	47,694562	24,331476	6,852463	46,106119	16,732038	18,053857	17,826907	9,680870	3,325484	-22,631528	4,646998	2,767538
2446,000000	1205,491617	168,759748	137,620572	130,454042	138,219216	128,240245	138,077222	132,439865	96,714432	50,329218	102,025906	93,601704	103,490571	67,096851	54,016241	0,637116	14,277649	51,073052	31,841291	47,720522	24,382774	6,870826	46,165031	16,745534	18,062704	17,845663	9,658302	3,318974	-22,606772	4,649608	2,778558
2447,000000	1205,491623	168,781597	137,650952	130,488127	138,229685	128,257365	138,109030	132,462141	96,708542	50,340314	102,045281	93,634429	103,491012	67,109217	54,023968	0,636361	14,299453	51,077689	31,835678	47,752410	24,363881	6,903783	46,142279	16,764766	18,047543	17,827352	9,627385	3,281350	-22,581464	4,648225	2,783969
2448,000000	1205,491626	168,831705	137,666369	130,521784	138,276197	128,293578	138,147548	132,494524	96,755040	50,350011	102,075124	93,665825	103,499399	67,137572	54,048109	0,637969	14,328666	51,105667	31,863156	47,731206	24,409006	6,894088	46,157016	16,800815	18,033531	17,805246	9,619733	3,291605	-22,592764	4,654106	2,739406
2449,000000	1205,491628	168,871008	137,690089	130,561625	138,309901	128,332738	138,143935	132,532929	96,792591	50,380052	102,085510	93,683427	103,505453	67,159880	54,070792	0,638820	14,329253	51,099093	31,879684	47,745718	24,410066	6,919264	46,169796	16,809060	18,049274	17,803534	9,631622	3,248815	-22,590016	4,649538	2,741796
2450,000000	1205,491629	168,905367	137,729315	130,581292	138,367094	128,366775	138,196786	132,569345	96,827129	50,388540	102,127292	93,724717	103,549104	67,192148	54,088693	0,640190	14,329188	51,132353	31,889792	47,753034	24,419752	6,945272	46,205675	16,814000	18,075389	17,827910	9,674579	3,292654	-22,570631	4,650593	2,787505
2451,000000	1205,491630	168,916135	137,727275	130,594900	138,404120	128,379326	138,249470	132,577355	96,837365	50,415610	102,136175	93,766438	103,581641	67,215265	54,116718	0,639367	14,382893	51,154225	31,919709	47,773939	24,460826	6,971772	46,200103	16,783813	18,089016	17,838762	9,673119	3,332337	-22,560646	4,658976	2,804748
2452,000000	1205,491630	168,960048	137,761013	130,643620	138,446157	128,428416	138,272356	132,624802	96,861380	50,441885	102,164754	93,794175	103,623121	67,237557	54,131674	0,638998	14,408515	51,169243	31,911640	47,797523	24,476741	7,006164	46,179574	16,807279	18,093383	17,864504	9,677594	3,354517	-22,549971	4,622840	2,792904
2453,000000	1205,491630	169,005619	137,795655	130,673391	138,478430	128,471845	138,336131	132,665884	96,915415	50,471259	102,196148	93,824246	103,647979	67,266166	54,161289	0,641879	14,419378	51,180485	31,948013	47,825981	24,486286	7,027560	46,232604	16,822520	18,118032	17,870347	9,698776	3,367011	-22,535142	4,639624	2,777826
2454,000000	1205,491630	169,040620	137,819585	130,666117	138,486784	128,498262	138,352724	132,702905	96,910745	50,483110	102,216466	93,842286	103,682255	67,277869	54,167361	0,639039	14,439979	51,207481	31,953833	47,835107	24,463401	7,043183	46,255913	16,849410	18,092435	17,879197	9,705678	3,358106	-22,541869	4,629366	2,769190
2455,000000	1205,491631	169,059470	137,824183	130,669154	138,499563	128,506781	138,394610	132,727039	96,918516	50,495917	102,230968	93,863125	103,679729	67,296156	54,184649	0,639143	14,449557	51,237781	31,962565	47,856122	24,462606	7,037975	46,295453	16,871435	18,116270	17,879448	9,697062	3,367813	-22,530975	4,647175	2,785166
2456,000000	1205,491631	169,032241	137,820817	130,664649	138,491925	128,491226	138,400907	132,709731	96,910957	50,490245	102,230747	93,882765	103,689874	67,304178	54,201123	0,636580	14,454690	51,250827	31,979462	47,873808	24,423825	7,058117	46,295259	16,880938	18,092466	17,856488	9,666803	3,387040	-22,530358	4,650911	2,795303
2457,000000	1205,491631	169,004806	137,784604	130,634097	138,468634	128,447174	138,396559	132,682981	96,891481	50,482119	102,202176	93,890168	103,695507	67,289490	54,184544	0,636535	14,457896	51,228133	31,957925	47,860494	24,436470	7,056538	46,304190	16,862897	18,067597	17,826543	9,635705	3,357490	-22,525174	4,629730	2,788271
2458,000000	1205,491631	168,980213	137,769601	130,607687	138,452382	128,418410	138,365767	132,655857	96,882514	50,460016	102,196071	93,891283	103,699614	67,277515	54,165712	0,639479	14,472155	51,228752	31,949634	47,814922	24,417908	7,046844	46,248255	16,850349	18,069248	17,816834	9,620591	3,329785	-22,554068	4,612355	2,767195
2459,000000	1205,491631	169,000216	137,790812	130,648183	138,453706	128,454316	138,390197	132,679259	96,891056	50,461108	102,207464	93,891755	103,714985	67,299969	54,147280	0,639403	14,478696	51,240601	31,903547	47,814667	24,455100	7,015692	46,282935	16,873084	18,086475	17,831961	9,626078	3,315381	-22,554640	4,606946	2,762632
2460,000000	1205,491631	169,044207	137,836568	130,681431	138,484688	128,492532	138,432002	132,727878	96,937646	50,487242	102,241001	93,908981	103,741167	67,329866	54,174573	0,637816	14,511136	51,261114	31,948049	47,835978	24,466173	7,036586	46,291869	16,876663	18,117729	17,844830	9,650825	3,339758	-22,535579	4,620867	2,764896
2461,000000	1205,491631	169,079470	137,854064	130,713789	138,531778	128,524184	138,461694	132,750363	96,962978	50,524894	102,256110	93,919385	103,752874	67,339302	54,198479	0,641105	14,527090	51,301636	31,958426	47,831673	24,469817	7,051623	46,306821	16,882883	18,100054	17,810254	9,647660	3,346445	-22,522239	4,615994	2,744692
2462,000000	1205,491631	169,073659	137,851897	130,701529	138,540856	128,518795	138,436927	132,742746	96,954458	50,518536	102,255675	93,918859	103,758737	67,340783	54,191245	0,641603	14,551543	51,296449	31,976863	47,841419	24,497377	7,078271	46,346046	16,836038	18,103494	17,829819	9,636631	3,357723	-22,526525	4,621231	2,724948
2463,000000	1205,491631	169,122155	137,886240	130,741376	138,596053	128,565627	138,473735	132,775790	96,998705	50,538191	102,266547	93,927789	103,772396	67,360119	54,185178	0,640513	14,549345	51,309278	31,995586	47,883615	24,475003	7,084755	46,356466	16,870733	18,105414	17,796024	9,619063	3,367443	-22,504789	4,615070	2,747743
2464,000000	1205,491631	169,208044	137,948042	130,814122	138,678358	128,643579	138,520815	132,839698	97,063561	50,570726	102,315289	93,945687	103,788813	67,409084	54,235228	0,641137	14,564626	51,353854	32,028201	47,893895	24,513485	7,093212	46,372033	16,932124	18,101141	17,830069	9,637485	3,378185	-22,483246	4,627221	2,730670
2465,000000	1205,491631	169,250341	137,981189	130,828524	138,701210	128,662960	138,582647	132,876810	97,093931	50,603125	102,339951	93,985364	103,822015	67,445189	54,267309	0,643747	14,585013	51,384398	32,070658	47,919804	24,501513	7,119415	46,396493	16,934761	18,127484	17,858083	9,684172	3,370595	-22,476912	4,635107	2,707142
2466,000000	1205,491631	169,240331	137,975940	130,808554	138,723613	128,644066	138,616078	132,870848	97,088971	50,610224	102,347767	94,002845	103,851268	67,449513	54,259928	0,643553	14,595154	51,388353	32,052457	47,944149	24,540075	7,120687	46,413478	16,935905	18,138902	17,893690	9,660120	3,367210	-22,476943	4,630246	2,732364
2467,000000	1205,491631	169,246450	137,989045	130,834239	138,710469	128,675937	138,615420	132,880670	97,082059	50,616793	102,347504	94,028457	103,861009	67,458567	54,279382	0,642774	14,577124	51,407393	32,023870	47,973441	24,575002	7,163019	46,431775	16,958383	18,152278	17,892496	9,682241	3,363628	-22,465854	4,621539	2,760341
2468,000000	1205,491631	169,279107	138,018019	130,860943	138,728343	128,703146	138,644624	132,915931	97,110997	50,621344	102,366593	94,053002	103,863464	67,474149	54,287792	0,640162	14,574850	51,428416	32,035300	47,949020	24,600203	7,192361	46,424188	16,924682	18,156551	17,890984	9,679639	3,349063	-22,434405	4,649045	2,741228
2469,000000	1205,491631	169,328896	138,034985	130,903442	138,755586	128,756859	138,659575	132,947766	97,145615	50,651163	102,378047	94,069560	103,881568	67,493222	54,300339	0,639519	14,583500	51,453927	32,039207	47,971463	24,582753	7,179384	46,418660	16,942607	18,144826	17,877811	9,681562	3,356215	-22,412531	4,640210	2,745127
2470,000000	1205,491631	169,356562	138,049313	130,930933	138,822563	128,774926	138,683911	132,989542	97,171884	50,677689	102,397328	94,100187	103,888451	67,519559	54,325740	0,639820	14,583067	51,496118	32,061364	48,019254	24,632347	7,200849	46,527048	16,954688	18,163077	17,884671	9,695177	3,376367	-22,371188	4,671033	2,774815
2471,000000	1205,491631	169,345034	138,056129	130,900580	138,815470	128,759742	138,714798	132,991271	97,169837	50,675719	102,400052	94,120387	103,890334	67,520841	54,292283	0,641057	14,576895	51,499911	32,087726	48,039333	24,609168	7,206827	46,524291	16,972257	18,153332	17,853531	9,675620	3,357299	-22,399454	4,666187	2,764800
2472,000000	1205,491631	169,336895	138,036069	130,876939	138,837800	128,748612	138,729115	132,988683	97,172053	50,678906	102,405969	94,136443	103,902650	67,533713	54,312546	0,640186	14,606445	51,500778	32,104362	48,027715	24,602082	7,233689	46,519323	16,939007	18,158414	17,865774	9,684178	3,360320	-22,377459	4,672720	2,771120
2473,000000	1205,491631	169,338430	138,032156	130,889752	138,827382	128,754763	138,724123	132,995928	97,178675	50,686947	102,412877	94,153959	103,917605	67,554117	54,339220	0,642397	14,637224	51,505912	32,136047	47,991637	24,595281	7,241187	46,472121	16,971008	18,161004	17,882102	9,699746	3,388477	-22,376954	4,670632	2,754095
2474,000000	1205,491631	169,345454	138,052705	130,896970	138,849180	128,759230	138,758409	132,996341	97,177140	50,683113	102,428723	94,160931	103,939328	67,569695	54,356452	0,645179	14,687623	51,517200	32,144200	48,002714	24,622167	7,276370	46,453203	16,990579	18,153049	17,902187	9,701155	3,426898	-22,351696	4,669607	2,793846
2475,000000	1205,491631	169,345501	138,045340	130,883727	138,872966	128,758408	138,770906	133,002890	97,187239	50,686924	102,426021	94,176820	103,959770	67,588386	54,357409	0,641952	14,718326	51,537979	32,141426	48,049675	24,634305	7,297352	46,519867	17,011154	18,198706	17,919591	9,698167	3,438838	-22,363139	4,668320	2,815530
2476,000000	1205,491631	169,329848	138,046815	130,868695	138,844825	128,746672	138,765820	132,996012	97,172099	50,672962	102,411947	94,193918	103,960492	67,587598	54,373520	0,641815	14,720109	51,491359	32,125173	48,071419	24,659576	7,314581	46,542127	17,006429	18,193787	17,934069	9,704585	3,446209	-22,358754	4,673164	2,782288
2477,000000	1205,491631	169,367652	138,098980	130,904457	138,859734	128,802501	138,807252	133,028568	97,207634	50,706727	102,435606	94,208108	103,983602	67,608168	54,362761	0,642505	14,747538	51,535228	32,156149	48,079227	24,627572	7,312643	46,486173	17,002611	18,185294	17,931664	9,710336	3,447376	-22,349699	4,672640	2,809940
2478,000000	1205,491631	169,417797	138,135545	130,978945	138,928004	128,856741	138,845528	133,080336	97,259133	50,758239	102,460240	94,235548	104,025708	67,650550	54,408456	0,639097	14,774184	51,567373	32,187803	48,102876	24,625611	7,331924	46,566694	17,028182	18,188566	17,930273	9,736506	3,447240	-22,327611	4,691893	2,802570
2479,000000	1205,491631	169,435331	138,147929	130,990320	138,946538	128,870900	138,899624	133,103268	97,269444	50,764141	102,485018	94,266533	104,040923	67,666848	54,435903	0,640550	14,783062	51,598777	32,176024	48,123748	24,647375	7,378913	46,558816	17,055593	18,198147	17,940812	9,747494	3,460245	-22,324219	4,712867	2,778881
2480,000000	1205,491609	169,417254	138,137227	130,968901	138,934483	128,852667	138,878084	133,092561	97,258753	50,772058	102,468936	94,277296	104,061214	67,677988	54,432504	0,642920	14,776844	51,588454	32,202834	48,156511	24,650262	7,358591	46,571945	17,067803	18,215017	17,937811	9,719715	3,427420	-22,310911	4,722416	2,789224
2481,000000	1205,491618	169,421515	138,150451	131,006242	138,905157	128,861362	138,898583	133,101350	97,268968	50,765968	102,454867	94,288973	104,075635	67,672718	54,410897	0,639358	14,773343	51,585964	32,212998	48,123109	24,682151	7,369502	46,516863	17,079819	18,208710	17,910116	9,721905	3,416755	-22,298258	4,689681	2,780701
2482,000000	1205,491623	169,480916	138,195399	131,057461	138,969780	128,916569	138,912434	133,139846	97,310325	50,797522	102,486966	94,303350	104,089605	67,691570	54,433811	0,643013	14,812027	51,632814	32,230881	48,142522	24,714656	7,392300	46,510301	17,078962	18,210495	17,919409	9,734061	3,439834	-22,284640	4,690391	2,781237
2483,000000	1205,491626	169,520887	138,217515	131,087120	139,028441	128,950924	138,946912	133,170068	97,319439	50,834608	102,514054	94,316375	104,093761	67,708292	54,460682	0,645954	14,814309	51,672098	32,226764	48,164012	24,732480	7,398503	46,549743	17,085121	18,231430	17,909497	9,730789	3,447797	-22,283887	4,680770	2,802266
2484,000000	1205,491628	169,510653	138,189833	131,063787	139,012510	128,920268	138,942002	133,163559	97,310697	50,819259	102,507101	94,330159	104,103524	67,710936	54,455961	0,643532	14,803557	51,671308	32,212742	48,146886	24,699217	7,401879	46,589533	17,085756	18,195260	17,914625	9,741407	3,429535	-22,296442	4,675792	2,816047
2485,000000	1205,491629	169,515333	138,202662	131,060695	139,010700	128,939330	138,942314	133,159107	97,312620	50,824999	102,514001	94,319110	104,097687	67,715617	54,469131	0,646466	14,818369	51,660349	32,207440	48,150693	24,683445	7,419326	46,553661	17,066699	18,199903	17,904739	9,721024	3,414314	-22,304975	4,696995	2,786154
2486,000000	1205,491630	169,556116	138,225096	131,093822	139,019128	128,987800	138,984988	133,202465	97,366580	50,857065	102,541313	94,349469	104,111713	67,740352	54,493007	0,649013	14,827413	51,695066	32,258561	48,183390	24,497177	7,436062	46,570502	17,089009	18,215048	17,943510	9,729130	3,446889	-22,300563	4,717030	2,788139
2487,000000	1205,491577	169,585590	138,234511	131,110906	139,047098	129,007814	138,976020	133,228270	97,375749	50,854647	102,557187	94,358909	104,119040	67,750811	54,493610	0,646544	14,840511	51,709050	32,269375	48,212198	24,424848	7,446594	46,672155	17,112323	18,246404	17,957375	9,729226	3,453777	-22,259535	4,731064	2,814070
2488,000000	1205,491598	169,614412	138,249078	131,153357	139,102201	129,044959	139,005104	133,255368	97,399766	50,872306	102,565769	94,388539	104,125116	67,778257	54,526330	0,644900	14,852747	51,732596	32,278872	48,220597	24,357805	7,449866	46,627650	17,133622	18,251272	17,964542	9,736834	3,481510	-22,254850	4,733817	2,829213
2489,000000	1205,491611	169,645109	138,274978	131,183901	139,134196	129,072908	139,052847	133,286339	97,422279	50,877544	102,581274	94,411260	104,153921	67,797505	54,571237	0,647740	14,844715	51,772843	32,318682	48,220466	24,340531	7,451497	46,600031	17,128446	18,259999	17,973040	9,766625	3,481111	-22,256648	4,741358	2,801868
2490,000000	1205,491619	169,667267	138,282084	131,170413	139,171173	129,085766	139,112503	133,315985	97,438881	50,896667	102,609322	94,423023	104,178603	67,823015	54,613465	0,648633	14,870531	51,778489	32,321388	48,220802	24,338140	7,469243	46,595656	17,143161	18,258753	17,989272	9,774352	3,486526	-22,236292	4,747908	2,760060
2491,000000	1205,491624	169,714052	138,316878	131,211008	139,216995	129,106645	139,150024	133,342454	97,450753	50,917907	102,621180	94,447231	104,211321	67,848820	54,652737	0,649541	14,883986	51,785212	32,331045	48,269782	24,367301	7,482077	46,647596	17,145746	18,261766	18,020568	9,811249	3,489102	-22,235705	4,753096	2,795384
2492,000000	1205,491626	169,698185	138,321323	131,215527	139,184737	129,100732	139,187471	133,343153	97,443614	50,925732	102,623783	94,467295	104,211544	67,861021	54,668722	0,647687	14,891825	51,773807	32,313938	48,272448	24,336476	7,507818	46,681962	17,145772	18,255625	18,001797	9,803707	3,504500	-22,238888	4,710853	2,811482
2493,000000	1205,491628	169,735600	138,346880	131,251475	139,189126	129,132402	139,206366	133,367823	97,478920	50,942698	102,641372	94,483462	104,241122	67,881547	54,696426	0,649614	14,900327	51,764958	32,336002	48,305436	24,354334	7,530218	46,734952	17,170991	18,244433	18,000111	9,815174	3,513205	-22,211059	4,732918	2,811281
2494,000000	1205,491629	169,761956	138,371364	131,264837	139,227172	129,151445	139,219324	133,395252	97,503685	50,974809	102,651853	94,525757	104,278533	67,913112	54,709346	0,648517	14,940491	51,797796	32,354593	48,319682	24,389711	7,562491	46,761521	17,187027	18,291316	18,024126	9,818783	3,533315	-22,190814	4,758549	2,825043
2495,000000	1205,491630	169,778969	138,393988	131,257482	139,247660	129,156193	139,252865	133,405767	97,487205	51,001912	102,665401	94,555279	104,295357	67,932866	54,741024	0,649318	14,957850	51,795015	32,387336	48,358343	24,421789	7,571303	46,790182	17,195041	18,312465	18,031290	9,817783	3,537901	-22,164374	4,774608	2,865570
2496,000000	1205,491630	169,823797	138,434909	131,313243	139,300373	129,220543	139,292939	133,438504	97,528687	51,021783	102,693686	94,576076	104,317723	67,967993	54,748602	0,648153	14,941200	51,822097	32,395620	48,394806	24,433865	7,567451	46,723232	17,226280	18,346865	18,024294	9,836090	3,533449	-22,141705	4,769516	2,835339
2497,000000	1205,491630	169,851738	138,467897	131,338406	139,337971	129,256873	139,311246	133,479454	97,561356	51,056181	102,716532	94,584283	104,334965	67,990917	54,786829	0,646820	14,968616	51,834008	32,431226	48,416052	24,429459	7,602788	46,755710	17,245314	18,366641	18,080637	9,846309	3,554939	-22,153834	4,778669	2,873407
2498,000000	1205,491630	169,846939	138,472516	131,342497	139,336647	129,238810	139,337306	133,473786	97,564372	51,063136	102,732521	94,604675	104,354695	68,004065	54,797893	0,648538	15,000934	51,861772	32,398159	48,419024	24,462802	7,616140	46,765206	17,250419	18,353159	18,098882	9,860848	3,561699	-22,120160	4,745389	2,884106
2499,000000	1205,491443	169,852889	138,463504	131,354051	139,350998	129,241798	139,341483	133,482520	97,543461	51,048911	102,723649	94,606011	104,360602	68,006920	54,796166	0,646794	15,017234	51,868362	32,417947	48,443532	24,480051	7,615390	46,744002	17,208625	18,344845	18,095361	9,875652	3,544605	-22,144313	4,737759	2,870632
2500,000000	1205,491518	169,876925	138,490864	131,373989	139,343680	129,263886	139,339735	133,502170	97,567517	51,067917	102,727275	94,628703	104,355743	68,006837	54,796467	0,646879	15,010197	51,896078	32,415793	48,432112	24,484100	7,637246	46,779268	17,227469	18,338551	18,076290	9,878972	3,554928	-22,136901	4,741480	2,880251
2501,000000	1205,491563	169,863198	138,477614	131,350855	139,339668	129,244428	139,361871	133,495561	97,559992	51,037608	102,723646	94,628059	104,349515	68,017552	54,810733	0,644757	15,016691	51,918681	32,403161	48,390201	24,467403	7,632635	46,752226	17,198551	18,316071	18,069559	9,887700	3,558986	-22,139579	4,759976	2,867613
2502,000000	1205,491590	169,912834	138,519384	131,406549	139,354925	129,305097	139,384252	133,542429	97,610226	51,063844	102,743220	94,640078	104,368311	68,038419	54,803574	0,646340	15,011045	51,936676	32,427797	48,388157	24,450049	7,640463	46,754883	17,225736	18,313823	18,059785	9,862267	3,546061	-22,143096	4,764946	2,853030
2503,000000	1205,491607	169,916976	138,521936	131,385744	139,384907	129,284199	139,384490	133,550285	97,606464	51,064370	102,758580	94,656309	104,381084	68,034589	54,817153	0,648910	15,022096	51,944447	32,427696	48,403870	24,430344	7,627654	46,814598	17,218764	18,343335	18,071407	9,848260	3,552192	-22,137290	4,777300	2,835086
2504,000000	1205,491616	169,892906	138,496277	131,362496	139,367839	129,266005	139,378898	133,529729	97,560546	51,057158	102,745086	94,652800	104,370497	68,027873	54,802221	0,650213	15,007184	51,933428	32,433066	48,401470	24,401086	7,621506	46,758433	17,234512	18,323162	18,059914	9,841381	3,543207	-22,134025	4,775027	2,826815
2505,000000	1205,491622	169,895809	138,495586	131,361424	139,356078	129,271522	139,377701	133,531402	97,579184	51,063758	102,734673	94,640628	104,366196	68,032169	54,788473	0,649570	15,008547	51,915187	32,448899	48,400086	24,396731	7,590945	46,764953	17,210130	18,328562	18,071437	9,811198	3,541096	-22,141436	4,755588	2,827705
2506,000000	1205,491625	169,873849	138,504298	131,359929	139,341272	129,265423	139,376925	133,515541	97,576428	51,056283	102,740096	94,646481	104,365711	68,031244	54,779343	0,649263	15,015870	51,903847	32,431870	48,410055	24,401169	7,587214	46,700006	17,194657	18,324065	18,085331	9,831353	3,526742	-22,161082	4,741875	2,802775
2507,000000	1205,491628	169,887800	138,498294	131,366604	139,375347	129,279904	139,370573	133,524381	97,582583	51,045249	102,739355	94,648655	104,373550	68,043402	54,806153	0,650196	15,031487	51,910269	32,444897	48,432636	24,430959	7,620184	46,721665	17,211209	18,333474	18,095676	9,839324	3,531698	-22,159717	4,741097	2,827949
2508,000000	1205,491629	169,884224	138,495839	131,358971	139,370696	129,267487	139,368952	133,523997	97,583273	51,056283	102,726967	94,659057	104,375167	68,039859	54,807528	0,648681	15,033451	51,915854	32,422176	48,441272	24,449118	7,627764	46,769562	17,185070	18,346995	18,092785	9,852671	3,538280	-22,141597	4,749181	2,830709
2509,000000	1205,491630	169,904018	138,524122	131,384063	139,370860	129,288858	139,386435	133,539136	97,598265	51,076664	102,742104	94,669011	104,374799	68,051330	54,818313	0,647058	15,033438	51,920418	32,418674	48,447148	24,450130	7,624165	46,796596	17,200095	18,338109	18,097757	9,836364	3,550236	-22,146725	4,749100	2,834241
2510,000000	1205,491630	169,913747	138,520119	131,379617	139,412532	129,308168	139,334041	133,556760	97,616904	51,072607	102,753022	94,674511	104,393977	68,066328	54,836663	0,647981	15,043844	51,916062	32,441325	48,421963	24,425060	7,654800	46,797442	17,206677	18,309019	18,119563	9,832288	3,566059	-22,124665	4,730569	2,819002
